title;attribute;character;event;unit;rarity;availability;trained_image;untrained_image;release_date;
Marionette Dress;Pure;Shinonome Ena;Imprisoned Marionette;25-ji, Nightcord de.;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/b/b7/Ena_4_art.png/657px-Ena_4_art.png;2020/10/20;
Unforeseen Keynotes;Happy;Kamishiro Rui;Full Power! Wonder Halloween!;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/48/Rui_4_trained_art.png/609px-Rui_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8a/Rui_4_art.png/609px-Rui_4_art.png;2020/10/31;
Nerve-Wracking!? Zombie Panic!;Happy;Tenma Tsukasa;Full Power! Wonder Halloween!;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/99/Tsukasa_4_trained_art.png/609px-Tsukasa_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/17/Tsukasa_4_art.png/609px-Tsukasa_4_art.png;2020/10/31;
Chatting With Lost Children;Happy;KAITO;Full Power! Wonder Halloween!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/c8/KAITO_4_trained_art.png/609px-KAITO_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d4/KAITO_4_art.png/609px-KAITO_4_art.png;2020/10/31;
All Aboard Mister Panda!;Mysterious;Otori Emu;Full Power! Wonder Halloween!;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/4d/Emu_4_trained_art.png/609px-Emu_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/46/Emu_4_art.png/609px-Emu_4_art.png;2020/10/31;
Wonder Cane;Mysterious;Kusanagi Nene;Full Power! Wonder Halloween!;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/5/5d/Nene_4_art.png/657px-Nene_4_art.png;2020/10/31;
Full Speed! Anchor Leg ?;Pure;Otori Emu;Run! Sports Festival! ~The Executive Committee is Very Busy~;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/1/1a/Emu_5_trained_art.png/609px-Emu_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bd/Emu_5_art.png/609px-Emu_5_art.png;2020/11/09;
Lots of Blessings;Pure;Kiritani Haruka;Run! Sports Festival! ~The Executive Committee is Very Busy~;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Haruka_4_trained_art.png/609px-Haruka_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c3/Haruka_4_art.png/609px-Haruka_4_art.png;2020/11/09;
Let's Cheer!;Pure;Hatsune Miku;Run! Sports Festival! ~The Executive Committee is Very Busy~;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8a/Miku_10_trained_art.png/609px-Miku_10_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/56/Miku_10_art.png/609px-Miku_10_art.png;2020/11/09;
A Fun, Fun Three-Legged Race?;Happy;Asahina Mafuyu;Run! Sports Festival! ~The Executive Committee is Very Busy~;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/79/Mafuyu_5_trained_art.png/609px-Mafuyu_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f3/Mafuyu_5_art.png/609px-Mafuyu_5_art.png;2020/11/09;
I Am a Sports Festival Executive Committee!;Cool;Tenma Saki;Run! Sports Festival! ~The Executive Committee is Very Busy~;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/c/c8/Saki_5_art.png/657px-Saki_5_art.png;2020/11/09;
Always Looking Forward;Cute;Momoi Airi;Let's RE:START From Here!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/65/Airi_4_trained_art.png/609px-Airi_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/1a/Airi_4_art.png/609px-Airi_4_art.png;2020/11/19;
Awawawawah!?;Cute;Hanasato Minori;Let's RE:START From Here!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/cf/Minori_4_trained_art.png/609px-Minori_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/5a/Minori_4_art.png/609px-Minori_4_art.png;2020/11/19;
For Your Smile;Cute;Kagamine Rin;Let's RE:START From Here!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Rin_5_trained_art.png/609px-Rin_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/cc/Rin_5_art.png/609px-Rin_5_art.png;2020/11/19;
What I Want to Be;Cool;Hinomori Shizuku;Let's RE:START From Here!;MORE MORE JUMP!;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7f/Shizuku_4_trained_art.png/609px-Shizuku_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/76/Shizuku_4_art.png/609px-Shizuku_4_art.png;2020/11/19;
Bubbly Blue;Happy;Kiritani Haruka;Let's RE:START From Here!;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/b/b4/Haruka_5_art.png/657px-Haruka_5_art.png;2020/11/19;
Even Though We're Partners;Cool;Shiraishi An;Someday, with Our Lyrics Joined Back-to-Back;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/31/An_4_trained_art.png/609px-An_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/68/An_4_art.png/609px-An_4_art.png;2020/11/30;
The Two of Us, Once Again;Cool;Azusawa Kohane;Someday, with Our Lyrics Joined Back-to-Back;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/a/ae/Kohane_4_trained_art.png/609px-Kohane_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/61/Kohane_4_art.png/609px-Kohane_4_art.png;2020/11/30;
Because We're Partners;Cool;Shinonome Akito;Someday, with Our Lyrics Joined Back-to-Back;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/e/e2/Akito_4_trained_art.png/609px-Akito_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/cb/Akito_4_art.png/609px-Akito_4_art.png;2020/11/30;
Quiet Café Time;Happy;Aoyagi Toya;Someday, with Our Lyrics Joined Back-to-Back;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/91/Toya_4_trained_art.png/609px-Toya_4_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a0/Toya_4_art.png/609px-Toya_4_art.png;2020/11/30;
A Warm Gaze;Happy;MEIKO;Someday, with Our Lyrics Joined Back-to-Back;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/5/59/MEIKO_4_art.png/657px-MEIKO_4_art.png;2020/11/30;
Friendship Found on the Rooftop;Mysterious;Akiyama Mizuki;KAMIKOU FESTIVAL!;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6b/Mizuki_5_trained_art.png/609px-Mizuki_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/50/Mizuki_5_art.png/609px-Mizuki_5_art.png;2020/12/10;
Secret Acting Guidance;Mysterious;KAITO;KAMIKOU FESTIVAL!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/34/KAITO_5_trained_art.png/609px-KAITO_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ae/KAITO_5_art.png/609px-KAITO_5_art.png;2020/12/10;
I'm the Leading Actor!;Mysterious;Tenma Tsukasa;KAMIKOU FESTIVAL!;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/2/2d/Tsukasa_5_trained_art.png/609px-Tsukasa_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/0c/Tsukasa_5_art.png/609px-Tsukasa_5_art.png;2020/12/10;
Animal-Shaped Cotton Candy ?;Mysterious;Kusanagi Nene;KAMIKOU FESTIVAL!;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/06/Nene_5_trained_art.png/609px-Nene_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a1/Nene_5_art.png/609px-Nene_5_art.png;2020/12/10;
An Unexpected Talent?;Cool;Aoyagi Toya;KAMIKOU FESTIVAL!;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/5/52/Toya_5_art.png/657px-Toya_5_art.png;2020/12/10;
Gifts From the Sky;Cute;Kusanagi Nene;On a Holy Night, with This Singing Voice;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/79/Nene_6_trained_art.png/609px-Nene_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/72/Nene_6_art.png/609px-Nene_6_art.png;2020/12/20;
Wonder?Christmas!;Cute;Hatsune Miku;On a Holy Night, with This Singing Voice;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f1/Miku_11_trained_art.png/609px-Miku_11_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/54/Miku_11_art.png/609px-Miku_11_art.png;2020/12/20;
Tell Me About Everyone's Christmas?;Cute;MEIKO;On a Holy Night, with This Singing Voice;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/37/MEIKO_5_trained_art.png/609px-MEIKO_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/21/MEIKO_5_art.png/609px-MEIKO_5_art.png;2020/12/20;
A Night of Sleeping Soundly;Pure;Kamishiro Rui;On a Holy Night, with This Singing Voice;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/82/Rui_5_trained_art.png/609px-Rui_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/67/Rui_5_art.png/609px-Rui_5_art.png;2020/12/20;
Sparkling Headband ?;Cute;Otori Emu;On a Holy Night, with This Singing Voice;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/e/ec/Emu_6_art.png/657px-Emu_6_art.png;2020/12/20;
A Powerful Smile;Pure;Hatsune Miku;SEKAI's Happy New Year!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/64/Miku_12_trained_art.png/609px-Miku_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Miku_12_art.png/609px-Miku_12_art.png;2020/12/31;
The Best and Strongest Duo!?;Pure;Kagamine Len;SEKAI's Happy New Year!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/e/e1/Len_5_trained_art.png/609px-Len_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4c/Len_5_art.png/609px-Len_5_art.png;2020/12/31;
An Elegant Smile;Pure;Megurine Luka;SEKAI's Happy New Year!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/1/1c/Luka_5_trained_art.png/609px-Luka_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/3e/Luka_5_art.png/609px-Luka_5_art.png;2020/12/31;
How the Shinonomes End the Year;Pure;Shinonome Ena;SEKAI's Happy New Year!;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6f/Ena_5_trained_art.png/609px-Ena_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/65/Ena_5_art.png/609px-Ena_5_art.png;2020/12/31;
The Most Important Wish;Cute;Tenma Saki;SEKAI's Happy New Year!;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/5d/Saki_6_trained_art.png/609px-Saki_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/Saki_6_art.png/609px-Saki_6_art.png;2020/12/31;
A New Year Celebrated by All;Pure;Tenma Tsukasa;SEKAI's Happy New Year!;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/6/68/Tsukasa_6_art.png/657px-Tsukasa_6_art.png;2020/12/31;
Thank You, Courage;Happy;Mochizuki Honami;Though Wavering, You Continue Moving Forward;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f8/Honami_5_trained_art.png/609px-Honami_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/53/Honami_5_art.png/609px-Honami_5_art.png;2021/01/10;
The Third Senpai!;Happy;MEIKO;Though Wavering, You Continue Moving Forward;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/00/MEIKO_6_trained_art.png/609px-MEIKO_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a7/MEIKO_6_art.png/609px-MEIKO_6_art.png;2021/01/10;
The Smile That Has Returned;Happy;Hoshino Ichika;Though Wavering, You Continue Moving Forward;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/cc/Ichika_6_trained_art.png/609px-Ichika_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/97/Ichika_6_art.png/609px-Ichika_6_art.png;2021/01/10;
Cheering From Behind;Mysterious;Tenma Saki;Though Wavering, You Continue Moving Forward;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/5b/Saki_7_trained_art.png/609px-Saki_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/ee/Saki_7_art.png/609px-Saki_7_art.png;2021/01/10;
Kindness of All Sorts;Cute;Hinomori Shiho;Though Wavering, You Continue Moving Forward;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/8f/Shiho_5_art.png/657px-Shiho_5_art.png;2021/01/10;
"I'm Not Just Anyone, I'm ""Me""";Cool;Hinomori Shizuku;Color of Myself!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/94/Shizuku_5_trained_art.png/609px-Shizuku_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e5/Shizuku_5_art.png/609px-Shizuku_5_art.png;2021/01/21;
A New Member has Appeared ?;Cool;Megurine Luka;Color of Myself!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/05/Luka_6_trained_art.png/609px-Luka_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/12/Luka_6_art.png/609px-Luka_6_art.png;2021/01/21;
A Sweet Moment;Cool;Momoi Airi;Color of Myself!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/73/Airi_5_trained_art.png/609px-Airi_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/89/Airi_5_art.png/609px-Airi_5_art.png;2021/01/21;
An Idol's Duty;Cute;Kiritani Haruka;Color of Myself!;MORE MORE JUMP!;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Haruka_6_trained_art.png/609px-Haruka_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8f/Haruka_6_art.png/609px-Haruka_6_art.png;2021/01/21;
Positive Flower;Pure;Hanasato Minori;Color of Myself!;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/6/6a/Minori_5_art.png/657px-Minori_5_art.png;2021/01/21;
Someday, Once Again...;Mysterious;Aoyagi Toya;Period of NOCTURNE;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/4b/Toya_6_trained_art.png/609px-Toya_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/6e/Toya_6_art.png/609px-Toya_6_art.png;2021/01/31;
Waiting for That Day to Come;Mysterious;Shinonome Akito;Period of NOCTURNE;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/06/Akito_5_trained_art.png/609px-Akito_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/cc/Akito_5_art.png/609px-Akito_5_art.png;2021/01/31;
Feelings That Bring You Closer;Mysterious;Shiraishi An;Period of NOCTURNE;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/c1/An_5_trained_art.png/609px-An_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a4/An_5_art.png/609px-An_5_art.png;2021/01/31;
A Gloomy Night;Pure;Azusawa Kohane;Period of NOCTURNE;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f4/Kohane_5_trained_art.png/609px-Kohane_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/1e/Kohane_5_art.png/609px-Kohane_5_art.png;2021/01/31;
Sentimental Melody;Cute;Kagamine Len;Period of NOCTURNE;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Len_6_art.png/657px-Len_6_art.png;2021/01/31;
Bonds and Sorrows;Cute;Hinomori Shiho;Resounding Twilight Parade;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/b/b2/Shiho_6_trained_art.png/609px-Shiho_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/24/Shiho_6_art.png/609px-Shiho_6_art.png;2021/02/09;
Friendship Cupid;Cute;Kagamine Rin;Resounding Twilight Parade;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d4/Rin_6_trained_art.png/609px-Rin_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b8/Rin_6_art.png/609px-Rin_6_art.png;2021/02/09;
Welcome to the Nightmare;Cute;Mochizuki Honami;Resounding Twilight Parade;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7a/Honami_6_trained_art.png/609px-Honami_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c4/Honami_6_art.png/609px-Honami_6_art.png;2021/02/09;
Let Me Introduce You!!;Cool;Tenma Tsukasa;Resounding Twilight Parade;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/Tsukasa_7_trained_art.png/609px-Tsukasa_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/2b/Tsukasa_7_art.png/609px-Tsukasa_7_art.png;2021/02/09;
Madness Beasty;Cool;Kamishiro Rui;Resounding Twilight Parade;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/e/e5/Rui_6_art.png/657px-Rui_6_art.png;2021/02/09;
Because I Don't Want to Give Up;Happy;Shinonome Ena;Unsatisfied Pale Color;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/44/Ena_6_trained_art.png/609px-Ena_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/26/Ena_6_art.png/609px-Ena_6_art.png;2021/02/18;
The Words Thrown at You;Happy;Asahina Mafuyu;Unsatisfied Pale Color;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/95/Mafuyu_6_trained_art.png/609px-Mafuyu_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/0d/Mafuyu_6_art.png/609px-Mafuyu_6_art.png;2021/02/18;
Turning Your Feelings Into Melodies...;Happy;Yoisaki Kanade;Unsatisfied Pale Color;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f7/Kanade_5_trained_art.png/609px-Kanade_5_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/aa/Kanade_5_art.png/609px-Kanade_5_art.png;2021/02/18;
Searching for the Meaning of Our Encounter;Mysterious;Kagamine Rin;Unsatisfied Pale Color;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8f/Rin_7_trained_art.png/609px-Rin_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/45/Rin_7_art.png/609px-Rin_7_art.png;2021/02/18;
Trust You;Mysterious;Akiyama Mizuki;Unsatisfied Pale Color;25-ji, Nightcord de.;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Mizuki_6_art.png/657px-Mizuki_6_art.png;2021/02/18;
An Irreplaceable Smile;Mysterious;Otori Emu;Smile of Dreamer;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/8/84/Emu_7_trained_art.png/609px-Emu_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/2a/Emu_7_art.png/609px-Emu_7_art.png;2021/02/28;
Messenger of Feelings;Mysterious;Kusanagi Nene;Smile of Dreamer;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/23/Nene_7_trained_art.png/609px-Nene_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bb/Nene_7_art.png/609px-Nene_7_art.png;2021/02/28;
The Fire Within;Mysterious;Kamishiro Rui;Smile of Dreamer;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/40/Rui_7_trained_art.png/609px-Rui_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4f/Rui_7_art.png/609px-Rui_7_art.png;2021/02/28;
In the Best Way Possible!;Happy;Kagamine Len;Smile of Dreamer;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/60/Len_7_trained_art.png/609px-Len_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/ec/Len_7_art.png/609px-Len_7_art.png;2021/02/28;
Balloon Presenter;Happy;Tenma Tsukasa;Smile of Dreamer;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/6/61/Tsukasa_8_art.png/657px-Tsukasa_8_art.png;2021/02/28;
The Best Hinamatsuri!;Pure;Tenma Saki;The Tenma Household's Hinamatsuri;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d3/Saki_8_trained_art.png/609px-Saki_8_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/58/Saki_8_art.png/609px-Saki_8_art.png;2021/03/10;
Big Brother's Agony;Pure;Tenma Tsukasa;The Tenma Household's Hinamatsuri;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d3/Tsukasa_9_trained_art.png/609px-Tsukasa_9_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4b/Tsukasa_9_art.png/609px-Tsukasa_9_art.png;2021/03/10;
A Bond Between Siblings;Pure;Aoyagi Toya;The Tenma Household's Hinamatsuri;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/65/Toya_7_trained_art.png/609px-Toya_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bc/Toya_7_art.png/609px-Toya_7_art.png;2021/03/10;
A Happy Hinamatsuri ?;Cute;Megurine Luka;The Tenma Household's Hinamatsuri;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8d/Luka_7_trained_art.png/609px-Luka_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/05/Luka_7_art.png/609px-Luka_7_art.png;2021/03/10;
Even Though I Know I Shouldn't...;Mysterious;Mochizuki Honami;The Tenma Household's Hinamatsuri;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/3/31/Honami_7_art.png/657px-Honami_7_art.png;2021/03/10;
"For ""Your"" Sake";Happy;Hanasato Minori;Let's Deliver! HOPEFUL STAGE ?;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/3c/Minori_6_trained_art.png/609px-Minori_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/85/Minori_6_art.png/609px-Minori_6_art.png;2021/03/22;
To the Hardworking You;Happy;Kiritani Haruka;Let's Deliver! HOPEFUL STAGE ?;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/2/2a/Haruka_7_trained_art.png/609px-Haruka_7_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/99/Haruka_7_art.png/609px-Haruka_7_art.png;2021/03/22;
Meeoow~?;Happy;Hinomori Shizuku;Let's Deliver! HOPEFUL STAGE ?;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6f/Shizuku_6_trained_art.png/609px-Shizuku_6_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8d/Shizuku_6_art.png/609px-Shizuku_6_art.png;2021/03/22;
Knowledge as an Idol;Mysterious;Megurine Luka;Let's Deliver! HOPEFUL STAGE ?;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/0f/Luka_8_trained_art.png/609px-Luka_8_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/78/Luka_8_art.png/609px-Luka_8_art.png;2021/03/22;
